Class,Scientific_name,Common_name
monocots,Scleria terrestris,
monocots,Scleria tricuspidata,
monocots,Scleria tryonii,
monocots,Tetraria capillaris,
monocots,Thoracostachyum sumatranum,
monocots,Trachystylis stradbrokensis,
monocots,Tricostularia undulata,
mosses,Cyrtopus setosus,
mosses,Achrophyllum dentatum,
mosses,Bryobrothera crenulata,
mosses,Calyptrochaeta apiculata,
mosses,Calyptrochaeta brassii,
mosses,Calyptrochaeta brownii,
mosses,Calyptrochaeta rotundifolia,
mosses,Daltonia contorta,
mosses,Daltonia splachnoides,
mosses,Distichophyllum crispulum,
mosses,Distichophyllum cuspidatum,
mosses,Distichophyllum microcarpum,
mosses,Distichophyllum mittenii,
mosses,Ephemeropsis tjibodensis,
higher dicots,Tetrameles nudiflora,
ferns,Davallia denticulata var. denticulata,
ferns,Davallia pyxidata,
ferns,Davallia solida,
ferns,Humata pectinata,
ferns,Humata repens,dwarf hare's foot fern
,Dendroceros crispatus,
,Dendroceros difficilis,
,Dendroceros granulatus,
,Dendroceros muelleri,
,Dendroceros subtropicus,
,Megaceros flagellaris,
,Megaceros gracilis,
,Megaceros sp. (Mt Mellum P.I.Forster PIF2565),
ferns,Dennstaedtia davallioides,lacy ground fern
ferns,Histiopteris incisa,bats-wing fern
ferns,Hypolepis elegans subsp. elegans,
ferns,Hypolepis glandulifera,sticky ground fern
ferns,Hypolepis muelleri,swamp bracken
ferns,Hypolepis muelleri x H.rugosula,
ferns,Hypolepis rugosula,ruddy ground fern
ferns,Hypolepis tenuifolia,
ferns,Microlepia speluncae,cave fern
ferns,Oenotrichia dissecta,
ferns,Oenotrichia tripinnata,
ferns,Pteridium aquilinum subsp. wightianum,
ferns,Pteridium esculentum,common bracken
ferns,Pteridium semihastatum,
higher dicots,Dichapetalum papuanum,
higher dicots,Dichapetalum timorense,
ferns,Calochlaena dubia,
ferns,Calochlaena villosa,
ferns,Dicksonia antarctica,
ferns,Dicksonia herbertii,
ferns,Dicksonia youngiae,bristly tree fern
mosses,Dicnemon calycinum,
mosses,Dicranella baileyana,
mosses,Dicranella dietrichiae,
mosses,Dicranella euryphylla,
mosses,Dicranella pycnoglossa var. (Kuranda W.W.Watts Q265),
mosses,Dicranoloma austroscoparium,
mosses,Dicranoloma braunii,
mosses,Dicranoloma daymannianum,
mosses,Dicranoloma dicarpum,
mosses,Dicranoloma leichhardtii,
mosses,Dicranoloma menziesii,
mosses,Dicranoloma robustum,
mosses,Eucamptodon muelleri var. muelleri,
mosses,Eucamptodon muelleri var. norrisii,
mosses,Eucamptodon scalarirete,
mosses,Holomitrium dietrichiae,
mosses,Holomitrium perichaetiale var. perichaetiale,
mosses,Leptotrichella tenax var. longipes,
mosses,Leptotrichella tenax var. tenax,
mosses,Leucoloma bauerae,
mosses,Leucoloma circinatulum,
mosses,Leucoloma molle,
mosses,Sclerodontium clavinerve,
mosses,Sclerodontium pallidum subsp. pallidum,
higher dicots,Dillenia alata,
higher dicots,Hibbertia acicularis,
higher dicots,Hibbertia acuminata,
higher dicots,Hibbertia araneolifera,
higher dicots,Hibbertia aspera subsp. aspera,
higher dicots,Hibbertia aspera subsp. pilosifolia,
higher dicots,Hibbertia banksii forma banksii,
higher dicots,Hibbertia banksii forma rigidula,
higher dicots,Hibbertia bicarpellata,
higher dicots,Hibbertia candicans,
higher dicots,Hibbertia caudice,
higher dicots,Hibbertia cistifolia,
higher dicots,Hibbertia cistoidea,
higher dicots,Hibbertia concinna,
higher dicots,Hibbertia cymosa,
higher dicots,Hibbertia dentata,trailing guinea flower
higher dicots,Hibbertia diffusa,
higher dicots,Hibbertia echiifolia subsp. echiifolia,
higher dicots,Hibbertia eciliata,
higher dicots,Hibbertia elata,guinea flower
higher dicots,Hibbertia expansa,
higher dicots,Hibbertia exutiacies,
higher dicots,Hibbertia fasciculata,
higher dicots,Hibbertia hendersonii,
higher dicots,Hibbertia hexandra,
higher dicots,Hibbertia laurana,
higher dicots,Hibbertia lepidota,
higher dicots,Hibbertia linearis var. floribunda,
higher dicots,Hibbertia linearis var. grandiflora,
higher dicots,Hibbertia linearis var. linearis,
higher dicots,Hibbertia linearis var. obtusifolia,
higher dicots,Hibbertia longifolia,
higher dicots,Hibbertia malacophylla,
higher dicots,Hibbertia mediterranea,
higher dicots,Hibbertia melhanioides var. baileyana,
higher dicots,Hibbertia melhanioides var. melhanioides,
higher dicots,Hibbertia millarii,
higher dicots,Hibbertia montana,
higher dicots,Hibbertia monticola,mountain guinea flower
higher dicots,Hibbertia mulligana,
higher dicots,Hibbertia nemorosa,
higher dicots,Hibbertia nitidula,
higher dicots,Hibbertia oblongata,
higher dicots,Hibbertia oligodonta,
higher dicots,Hibbertia patens,
higher dicots,Hibbertia pholidota,
higher dicots,Hibbertia reticulata,
higher dicots,Hibbertia riparia,
higher dicots,Hibbertia rufociliata,
higher dicots,Hibbertia salicifolia,
higher dicots,Hibbertia scandens var. glabra,
higher dicots,Hibbertia scandens var. oxyphylla,
higher dicots,Hibbertia scandens var. scandens,
higher dicots,Hibbertia sericea,silky guinea flower
higher dicots,Hibbertia serpyllifolia,
higher dicots,Hibbertia sp. (Barakula V.Hando 122),
higher dicots,Hibbertia sp. (Blackdown Tableland S.G.Pearson 279),
higher dicots,Hibbertia sp. (Carnarvon Range C.T.White 11332),
higher dicots,Hibbertia sp. (Coolum Beach P.R.Sharpe 2314),
higher dicots,Hibbertia sp. (Girraween NP D.Halford+ Q1611),
higher dicots,Hibbertia sp. (Iron Range NP B.J.Conn+ 3787),
higher dicots,Hibbertia sp. (Isla Gorge P.Sharpe 598),
higher dicots,Hibbertia stelligera,
higher dicots,Hibbertia stirlingii,
higher dicots,Hibbertia stricta var. fruticosa,
higher dicots,Hibbertia stricta var. hirtiflora,
higher dicots,Hibbertia stricta var. stricta,
higher dicots,Hibbertia synandra,
higher dicots,Hibbertia tenuifolia,
higher dicots,Hibbertia velutina,
higher dicots,Hibbertia vestita var. thymifolia,
higher dicots,Hibbertia vestita var. vestita,
higher dicots,Tetracera daemeliana,
higher dicots,Tetracera nordtiana var. moluccana,
higher dicots,Tetracera nordtiana var. nordtiana,
higher dicots,Tetracera nordtiana var. wuthiana,
monocots,Dioscorea alata,greater yam
monocots,Dioscorea bulbifera var. bulbifera,
monocots,Dioscorea bulbifera var. elongata,
monocots,Dioscorea esculenta,
monocots,Dioscorea pentaphylla var. papuana,
monocots,Dioscorea transversa,native yam
mosses,Diphyscium mucronifolium,
ferns,Dipteris conjugata,
mosses,Ceratodon purpureus subsp. stenocarpus,
mosses,Ditrichum difficile,
mosses,Eccremidium arcuatum,
mosses,Eccremidium brisbanicum,
mosses,Eccremidium minutum,
mosses,Eccremidium pulchellum,
mosses,Garckea flexuosa,
mosses,Pleuridium nervosum var. nervosum,
mosses,Wilsoniella karsteniana,
monocots,Doryanthes palmeri,giant spear lily
monocots,Dracaena fragrans,
monocots,Pleomele angustifolia,
monocots,Sansevieria trifasciata cv. Laurentii,
monocots,Sansevieria trifasciata var. trifasciata,
higher dicots,Aldrovanda vesiculosa,waterwheel plant
higher dicots,Drosera adelae,
higher dicots,Drosera auriculata,
higher dicots,Drosera banksii,
higher dicots,Drosera binata,forked sundew
higher dicots,Drosera burmanni,
higher dicots,Drosera finlaysoniana,
higher dicots,Drosera glanduligera,
higher dicots,Drosera hookeri,
higher dicots,Drosera lanata,
higher dicots,Drosera lunata,
higher dicots,Drosera peltata,pale sundew
higher dicots,Drosera petiolaris,
higher dicots,Drosera prolifera,trailing sundew
higher dicots,Drosera pygmaea,
higher dicots,Drosera schizandra,notched sundew
higher dicots,Drosera serpens,
higher dicots,Drosera spatulata var. gympiensis,
higher dicots,Drosera spatulata var. spatulata,
ferns,Arachniodes aristata,prickly shield fern
ferns,Coveniella poecilophlebia,
ferns,Cyrtomium falcatum,holly fern
ferns,Dryopteris hasseltii,
ferns,Dryopteris sparsa,
ferns,Dryopteris wattsii,
ferns,Lastreopsis acuminata,shiny shield fern
ferns,Lastreopsis decomposita,trim shield fern
ferns,Lastreopsis grayi,
ferns,Lastreopsis marginans,glossy shield fern
ferns,Lastreopsis microsora subsp. microsora,
ferns,Lastreopsis munita,
ferns,Lastreopsis rufescens,
ferns,Lastreopsis silvestris,
ferns,Lastreopsis smithiana,
ferns,Lastreopsis tenera,
ferns,Lastreopsis tinarooensis,
ferns,Lastreopsis walleri,
ferns,Lastreopsis windsorensis,
ferns,Lastreopsis wurunuran,
ferns,Polystichum fallax,
ferns,Polystichum formosum,
ferns,Polystichum proliferum,
ferns,Rumohra adiantiformis,leathery shield fern
ferns,Tectaria brachiata,
ferns,Tectaria confluens,
ferns,Tectaria devexa var. devexa,
ferns,Tectaria siifolia,
higher dicots,Diospyros areolifolia,
higher dicots,Diospyros australis,black plum
higher dicots,Diospyros calycantha,
higher dicots,Diospyros compacta,
higher dicots,Diospyros fasciculosa,grey ebony
higher dicots,Diospyros geminata,scaly ebony
higher dicots,Diospyros granitica,
higher dicots,Diospyros hebecarpa,
higher dicots,Diospyros hemicycloides,
higher dicots,Diospyros humilis,small-leaved ebony
higher dicots,Diospyros kaki,persimmon
higher dicots,Diospyros laurina,
higher dicots,Diospyros littorea,
higher dicots,Diospyros maritima,
higher dicots,Diospyros peninsularis,
higher dicots,Diospyros pentamera,myrtle ebony
higher dicots,Diospyros pluviatilis,
higher dicots,Diospyros rheophila,
higher dicots,Diospyros sp. (Ham Hill B.Hyland 2941RFK),
higher dicots,Diospyros uvida,
higher dicots,Diospyros yandina,
mosses,Echinodium hispidum,
higher dicots,Elaeagnus triflora var. brevilimbata,
higher dicots,Elaeagnus triflora var. triflora,
higher dicots,Aceratium concinnum,
higher dicots,Aceratium doggrellii,
higher dicots,Aceratium ferrugineum,rusty carabeen
higher dicots,Aceratium megalospermum,
higher dicots,Aceratium sericoleopsis,silky aceratium
higher dicots,Dubouzetia saxatilis,
higher dicots,Elaeocarpus arnhemicus,
higher dicots,Elaeocarpus bancroftii,
higher dicots,Elaeocarpus carolinae,
higher dicots,Elaeocarpus coorangooloo,brown quandong
higher dicots,Elaeocarpus elliffii,
higher dicots,Elaeocarpus eumundi,Eumundi quandong
higher dicots,Elaeocarpus ferruginiflorus,
higher dicots,Elaeocarpus foveolatus,
higher dicots,Elaeocarpus grahamii,
higher dicots,Elaeocarpus grandis,blue quandong
higher dicots,Elaeocarpus hylobroma,
higher dicots,Elaeocarpus johnsonii,Kuranda quandong
higher dicots,Elaeocarpus kirtonii,silver quandong
higher dicots,Elaeocarpus largiflorens subsp. largiflorens,
higher dicots,Elaeocarpus largiflorens subsp. retinervis,
higher dicots,Elaeocarpus linsmithii,
higher dicots,Elaeocarpus michaelii,
higher dicots,Elaeocarpus obovatus,blueberry ash
higher dicots,Elaeocarpus reticulatus,ash quandong
higher dicots,Elaeocarpus ruminatus,
higher dicots,Elaeocarpus sericopetalus,
higher dicots,Elaeocarpus sp. (Mt Bellenden Ker L.J.Brass 18336),
higher dicots,Elaeocarpus sp. (Mt Misery L.J.Webb+ 10905),
higher dicots,Elaeocarpus sp. (Windsor Tableland L.W.Jessup+ GJM1378),
higher dicots,Elaeocarpus sp. (Yeti Ridge P.I.Forster+ PIF17330),
higher dicots,Elaeocarpus stellaris,
higher dicots,Elaeocarpus thelmae,
higher dicots,Peripentadenia mearsii,buff quandong
higher dicots,Peripentadenia phelpsii,
higher dicots,Sloanea australis subsp. australis,
higher dicots,Sloanea australis subsp. parviflora,
higher dicots,Sloanea langii,
higher dicots,Sloanea macbrydei,northern yellow carabeen
higher dicots,Sloanea woollsii,yellow carrabeen
higher dicots,Tetratheca thymifolia,
higher dicots,Bergia ammannioides,
higher dicots,Bergia diacheiron,
higher dicots,Bergia henshallii,
higher dicots,Bergia pedicellaris,
higher dicots,Bergia perennis subsp. exigua,
higher dicots,Bergia pusilla,
higher dicots,Bergia trimera,
higher dicots,Elatine gratioloides,waterwort
higher dicots,Elatine macrocalyx,
mosses,Entodon mackaviensis,
mosses,Entodon plicatus,
mosses,Mesonodon flavescens,
mosses,Ephemerum capense,
mosses,Ephemerum cristatum,
mosses,Ephemerum fimbriatum,
higher dicots,Acrothamnus spathaceus,
higher dicots,Acrotriche aggregata,red cluster heath
higher dicots,Acrotriche baileyana,
higher dicots,Agiortia cicatricata,
higher dicots,Agiortia pedicellata,
higher dicots,Agiortia pleiosperma,
higher dicots,Astroloma sp. (Baal Gammon B.P.Hyland 10341),
higher dicots,Brachyloma daphnoides subsp. daphnoides,
higher dicots,Brachyloma daphnoides subsp. glabrum,
higher dicots,Brachyloma scortechinii,
higher dicots,Dracophyllum sayeri,
higher dicots,Epacris breviflora,drumstick heath
higher dicots,Epacris longiflora,fuchsia heath
higher dicots,Epacris microphylla,
higher dicots,Epacris obtusifolia,common heath
higher dicots,Epacris pulchella,wallum heath
higher dicots,Gaultheria viridicarpa,
higher dicots,Leucopogon affinis,
higher dicots,Leucopogon attenuatus,
higher dicots,Leucopogon biflorus,
higher dicots,Leucopogon blakei,
higher dicots,Leucopogon cuspidatus,
higher dicots,Leucopogon deformis,
higher dicots,Leucopogon ericoides,
higher dicots,Leucopogon flexifolius,
higher dicots,Leucopogon grandiflorus,
higher dicots,Leucopogon imbricatus,
higher dicots,Leucopogon juniperinus,prickly heath
higher dicots,Leucopogon lavarackii,
higher dicots,Leucopogon leptospermoides,
higher dicots,Leucopogon malayanus subsp. novoguineensis,
higher dicots,Leucopogon margarodes,pearl beard heath
higher dicots,Leucopogon melaleucoides,snow bush
higher dicots,Leucopogon microphyllus var. microphyllus,
higher dicots,Leucopogon mitchellii,
higher dicots,Leucopogon muticus,
higher dicots,Leucopogon neoanglicus,New England beard heath
higher dicots,Leucopogon parviflorus,
higher dicots,Leucopogon pimeleoides,
higher dicots,Leucopogon recurvisepalus,
higher dicots,Leucopogon rupicola,
higher dicots,Leucopogon ruscifolius,
higher dicots,Leucopogon sp. (Boolbunda Rock K.M.Sparshott+ KMS623),
higher dicots,Leucopogon sp. (Border Island G.N.Batianoff 9009182),
higher dicots,Leucopogon sp. (Burrum Heads A.R.Bean 7802),
higher dicots,Leucopogon sp. (Coolmunda D.Halford Q1635),
higher dicots,Leucopogon sp. (Lamington G.Leiper AQ633386),
higher dicots,Leucopogon trichostylus,
higher dicots,Leucopogon virgatus,common beard heath
higher dicots,Leucopogon yorkensis,
higher dicots,Lissanthe brevistyla,
higher dicots,Lissanthe pluriloculata,
higher dicots,Lissanthe sp. (Diggers Camp J.M.Powell 4557),
higher dicots,Lissanthe strigosa subsp. subulata,
higher dicots,Melichrus adpressus,
higher dicots,Melichrus erubescens,ruby urn heath
higher dicots,Melichrus procumbens,jam tarts
higher dicots,Melichrus sp. (Inglewood A.R.Bean 1652),
higher dicots,Melichrus sp. (Isla Gorge P.Sharpe+ 601),
higher dicots,Melichrus sp. (Tara D.Halford Q2259),
higher dicots,Melichrus urceolatus,honey gorse
higher dicots,Monotoca scoparia,prickly broom heath
higher dicots,Monotoca sp. (Fraser Island P.Baxter 777),
higher dicots,Paphia meiniana,
higher dicots,Rhododendron lochiae,native rhododendron
higher dicots,Sprengelia incarnata,
higher dicots,Sprengelia sprengelioides,sprengelia
higher dicots,Styphelia triflora,
higher dicots,Styphelia viridis subsp. breviflora,
higher dicots,Trochocarpa bellendenkerensis,
higher dicots,Trochocarpa laurina,tree heath
higher dicots,Woollsia pungens,
monocots,Eriocaulon aloefolium,
monocots,Eriocaulon athertonense,
monocots,Eriocaulon australe,
monocots,Eriocaulon bifistulosum,
monocots,Eriocaulon carpentariae,
monocots,Eriocaulon carsonii subsp. carsonii,
monocots,Eriocaulon carsonii subsp. orientale,
monocots,Eriocaulon cinereum,
monocots,Eriocaulon clarksonii,
monocots,Eriocaulon concretum,
monocots,Eriocaulon depressum,
monocots,Eriocaulon fistulosum,
monocots,Eriocaulon giganticum,
monocots,Eriocaulon nanum,
monocots,Eriocaulon nematophyllum,
monocots,Eriocaulon odontospermum,
monocots,Eriocaulon pallidum,
monocots,Eriocaulon pusillum,
monocots,Eriocaulon pygmaeum,
monocots,Eriocaulon scariosum,
monocots,Eriocaulon setaceum,
monocots,Eriocaulon spectabile,
monocots,Eriocaulon tortuosum,
monocots,Eriocaulon truncatum,
monocots,Eriocaulon willdenovianum,
monocots,Eriocaulon zollingerianum,
mosses,Erpodium beccarii var. beccarii,
mosses,Erpodium beccarii var. longicalyptratum,
mosses,Erpodium biseriatum,
mosses,Erpodium coronatum var. australiense,
mosses,Erpodium glaucum var. glaucum,
mosses,Erpodium hodgkinsoniae,
mosses,Erpodium solmsiellaceum,
mosses,Tricherpodium beccarii subsp. longicalyptratum,
mosses,Venturiella coronata subsp. australiensis,
higher dicots,Erythroxylum australe,cocaine tree
higher dicots,Erythroxylum ellipticum,
higher dicots,Erythroxylum sp. (Brewer LA B.Hyland 13373),
higher dicots,Erythroxylum sp. (Cholmondely Creek J.R.Clarkson 9367),
higher dicots,Erythroxylum sp. (Mosquito Point J.R.Clarkson+ 9991),
higher dicots,Erythroxylum sp. (Splityard Creek L.Pedley 5360),
higher dicots,Anopterus macleayanus,Macleay laurel
higher dicots,Polyosma alangiacea,
higher dicots,Polyosma cunninghamii,featherwood
higher dicots,Polyosma hirsuta,
higher dicots,Polyosma reducta,
higher dicots,Polyosma rhytophloia,
higher dicots,Polyosma rigidiuscula,
higher dicots,Polyosma sp. (Mt Lewis B.P.Hyland RFK25241),
higher dicots,Polyosma sp. (Mt Windsor Tableland L.W.Jessup+ GJM1374),
higher dicots,Acalypha australis,
higher dicots,Acalypha capillipes,small-leaved acalypha
higher dicots,Acalypha eremorum,soft acalypha
higher dicots,Acalypha herzogiana,
higher dicots,Acalypha lanceolata var. lanceolata,
higher dicots,Acalypha lyonsii,
higher dicots,Acalypha nemorum,hairy acalypha
higher dicots,Acalypha pubiflora subsp. australica,
higher dicots,Acalypha sp. (Reid River Gorge R.J.Cumming 17296),
higher dicots,Acalypha wilkesiana,
higher dicots,Adriana quadripartita x Adriana tomentosa var. tomentosa,
higher dicots,Adriana tomentosa var. hookeri,
higher dicots,Adriana tomentosa var. tomentosa,
higher dicots,Alchornea ilicifolia,native holly
higher dicots,Alchornea rugosa,
higher dicots,Alchornea thozetiana,
higher dicots,Aleurites moluccanus,candlenut tree
higher dicots,Aleurites rockinghamensis,
higher dicots,Amperea xiphoclada var. xiphoclada,
higher dicots,Baloghia inophylla,scrub bloodwood
higher dicots,Baloghia marmorata,jointed baloghia
higher dicots,Baloghia parviflora,
higher dicots,Bertya calycina,
higher dicots,Bertya cunninghamii subsp. rupicola,
higher dicots,Bertya ernestiana,
higher dicots,Bertya glandulosa,
higher dicots,Bertya granitica,
higher dicots,Bertya lapicola subsp. brevifolia,
higher dicots,Bertya lapicola subsp. lapicola,
